ope_id_00100200,school_alabama_agricultural_mechanical_university,state_al,zip_code_357621357,school_type_public,recipients_236,number_of_loans_originated_240,dollar_amount_of_loans_originated_843545,number_of_disbursements_529,dollar_amount_of_disbursements_970795,recipients_283,number_of_loans_originated_306,dollar_amount_of_loans_originated_966467,number_of_disbursements_671,dollar_amount_of_disbursements_1113771,recipients_55,number_of_loans_originated_56,dollar_amount_of_loans_originated_481420,number_of_disbursements_118,dollar_amount_of_disbursements_576247,recipients_172,number_of_loans_originated_178,dollar_amount_of_loans_originated_2122746,number_of_disbursements_375,dollar_amount_of_disbursements_2332380,recipients_42,number_of_loans_originated_43,dollar_amount_of_loans_originated_331579,number_of_disbursements_85,dollar_amount_of_disbursements_333079
100300,FAULKNER UNIVERSITY,AL,361093398,Private-Nonprofit,269,280,613834,345,365954,302,315,994411,385,583817,268,299,2025280,466,1560273,4,4,24500,7,20000,216,236,2025613,691,4078671
100400,UNIVERSITY OF MONTEVALLO,AL,351156000,Public,45,48,77587,48,77587,21,22,46493,22,46493,30,31,179518,31,179518,8,8,36382,8,36382,14,15,96094,15,96094
100500,ALABAMA STATE UNIVERSITY,AL,361045714,Public,133,134,370060,276,387310,154,161,443495,330,454745,73,73,565368,147,581574,51,52,439626,108,487021,68,68,600310,137,600619
100700,CENTRAL ALABAMA COMMUNITY COLLEGE,AL,350100000,Public,32,32,103475,194,285353,10,10,27188,49,70665,,,,,,,,,,,,,,,
100800,ATHENS STATE UNIVERSITY,AL,356111999,Public,90,90,292355,203,498973,84,84,288616,185,579435,36,37,275002,76,556274,10,10,69535,12,80436,8,9,101988,12,124786
100900,AUBURN UNIVERSITY,AL,368495113,Public,269,270,570249,312,584911,240,240,768470,302,782713,321,321,2432141,335,2435641,241,250,3335042,279,3364367,226,233,3648915,245,3660310
101300,CALHOUN COMMUNITY COLLEGE,AL,356710000,Public,88,89,287039,204,344513,88,88,354088,193,448110,,,,,,1,1,4000,1,2000,,,,,
101500,ENTERPRISE STATE COMMUNITY COLLEGE,AL,363311300,Public,62,63,182253,106,169624,53,57,233041,94,212272,,,,,,,,,,,,,,,
101600,UNIVERSITY OF NORTH ALABAMA,AL,356320001,Public,87,88,166731,96,99220,82,82,236947,89,133951,172,173,911453,177,475503,13,13,64204,13,32623,46,46,273855,48,139726
101900,HUNTINGDON COLLEGE,AL,361062148,Private-Nonprofit,6,6,22292,6,22292,9,10,33708,10,33708,5,5,59766,13,106844,4,4,52893,5,57544,0,0,0,1,3333
102000,JACKSONVILLE STATE UNIVERSITY,AL,362651602,Public,278,278,451086,279,455842,168,170,460058,170,460058,175,176,1176363,177,1176363,69,70,301070,70,301070,39,39,287735,39,287735
102200,JEFFERSON STATE COMMUNITY COLLEGE,AL,352153098,Public,260,263,758800,361,564935,132,133,339862,153,203758,,,,,,,,,,,,,,,
102400,UNIVERSITY OF WEST ALABAMA,AL,354700000,Public,305,307,500670,414,662565,229,231,548368,324,788075,353,367,2560727,1897,12363024,11,13,74428,16,84191,37,39,253016,228,1686955
102600,MARION MILITARY INSTITUTE,AL,367563214,Public,2,2,3500,4,3500,5,6,12500,12,12500,,,,,,1,1,3600,2,3600,,,,,
102800,MILES COLLEGE,AL,350642697,Private-Nonprofit,100,103,171033,181,181089,62,63,111991,106,129704,,,,,,13,14,57765,26,59466,,,,,
102900,UNIVERSITY OF MOBILE,AL,366630220,Private-Nonprofit,10,10,31026,20,51847,14,15,48129,28,64312,11,12,85451,72,493013,8,8,58455,10,58455,6,6,35493,40,393499
103100,NORTHEAST ALABAMA COMMUNITY COLLEGE,AL,359860159,Public,44,45,116634,104,150632,21,22,60197,48,69197,,,,,,,,,,,,,,,
103300,OAKWOOD UNIVERSITY,AL,358960001,Private-Nonprofit,36,37,136445,77,176195,40,44,163904,91,199845,4,4,65297,7,75547,12,12,121327,22,147742,,,,,
103600,SAMFORD UNIVERSITY,AL,352297000,Private-Nonprofit,14,14,46983,14,46983,25,25,106768,25,106768,236,240,1691379,240,1691379,20,20,203453,20,203453,382,409,5898294,413,5898294
103800,SNEAD STATE COMMUNITY COLLEGE,AL,359570734,Public,18,21,47848,41,62024,14,14,46337,30,64614,,,,,,,,,,,,,,,
104000,SOUTHERN UNION STATE COMMUNITY COLLEGE,AL,362760000,Public,63,63,165572,147,222572,26,29,65059,61,70059,,,,,,7,7,24584,15,30584,,,,,
104100,SPRING HILL COLLEGE,AL,366081791,Private-Nonprofit,23,23,25547,26,25547,11,11,10889,14,10889,3,3,18698,6,35866,3,3,30963,3,30963,,,,,
104400,STILLMAN COLLEGE,AL,354011430,Private-Nonprofit,21,21,39452,31,32764,14,14,40721,27,42678,,,,,,3,3,13355,5,11370,,,,,
104600,TALLADEGA COLLEGE,AL,351602354,Private-Nonprofit,3,3,4242,6,8492,4,4,15930,10,22235,4,4,32250,15,82225,1,1,2550,2,5950,3,3,18475,3,18475
104700,TROY UNIVERSITY,AL,360820001,Public,525,546,1146211,1976,2677466,465,489,1304753,1838,3227167,212,226,1545289,1176,6193378,66,69,368349,95,455520,114,122,650537,234,1052607
105000,TUSKEGEE UNIVERSITY,AL,360881645,Private-Nonprofit,64,64,146106,70,81953,38,38,129423,52,91289,,,,,,33,34,198867,40,121678,10,10,83205,15,55573
105100,UNIVERSITY OF ALABAMA,AL,354870120,Public,386,390,873727,412,888727,319,321,1047208,353,1066458,354,356,2453259,361,2453259,233,241,2549903,251,2590573,145,155,1272404,159,1272404
105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,352941150,Public,258,264,627345,448,920224,266,272,791225,463,1141734,417,453,4133684,1729,13567266,95,108,898958,144,1155522,224,241,2066173,620,6236961
105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE,AL,358990001,Public,50,50,133077,50,133077,54,55,190725,55,190725,49,49,359292,50,359292,16,16,130969,16,130969,5,6,46394,7,46394
105700,UNIVERSITY OF SOUTH ALABAMA,AL,366880002,Public,401,413,795026,526,1040923,267,274,662113,387,930926,549,567,7073245,1009,8244703,125,132,742592,146,834197,568,589,5321788,651,4917812
106000,COASTAL ALABAMA COMMUNITY COLLEGE,AL,365072698,Public,162,162,498769,283,477163,132,132,515135,234,528180,,,,,,5,5,30029,9,32635,,,,,
106100,ALASKA PACIFIC UNIVERSITY,AK,995084672,Private-Nonprofit,7,7,28250,11,36919,5,5,17750,10,21621,2,2,22188,5,45655,1,1,4000,2,19680,2,2,24776,2,24776
106300,UNIVERSITY OF ALASKA FAIRBANKS,AK,997757500,Public,60,63,182206,67,183956,48,48,180300,50,181300,17,18,129222,18,129222,3,3,13738,3,13738,1,1,10604,1,10604
106500,UNIVERSITY OF ALASKA SOUTHEAST,AK,998018680,Public,13,13,30807,18,35307,8,8,19575,14,28373,25,25,169155,37,215099,0,0,0,2,12509,4,4,41694,8,70173
107100,ARIZONA WESTERN COLLEGE,AZ,853650000,Public,2,2,4000,4,4000,1,1,1000,2,1000,,,,,,,,,,,,,,,
107200,COCHISE COLLEGE,AZ,856352317,Public,30,35,64731,53,49725,24,29,84800,48,72034,,,,,,,,,,,,,,,
107400,GRAND CANYON UNIVERSITY,AZ,850173030,Proprietary,15877,15907,63499856,26754,53386329,15177,15242,79570482,24959,66781281,10629,10643,158812965,20906,150362026,215,220,2704346,345,2634354,460,467,6490038,948,6705246
107600,GLENDALE COMMUNITY COLLEGE,AZ,853023090,Public,92,93,168270,147,131156,71,71,147045,111,114659,,,,,,,,,,,,,,,
107700,MESA COMMUNITY COLLEGE,AZ,852024866,Public,93,95,153095,174,147622,82,85,170805,152,159168,,,,,,1,1,5946,2,5946,,,,,
107800,PHOENIX COLLEGE,AZ,850134234,Public,101,104,182550,162,143231,112,121,271229,169,195272,,,,,,,,,,,,,,,
107900,YAVAPAI COLLEGE,AZ,863013297,Public,38,44,99147,90,131167,43,46,112299,95,158615,,,,,,,,,,,,,,,
108100,ARIZONA STATE UNIVERSITY,AZ,852870412,Public,3648,3739,10408332,4030,10437093,4557,4748,16919270,5073,16980211,2594,2713,20532510,2752,20532510,937,984,8703031,1113,8813422,2289,2423,26946486,2486,26957237
108200,NORTHERN ARIZONA UNIVERSITY,AZ,860110001,Public,267,269,827246,278,829496,258,258,920695,266,924696,340,342,2945651,348,2964244,46,47,340658,52,343158,337,348,4548321,360,4573437
108300,UNIVERSITY OF ARIZONA (THE),AZ,857210066,Public,513,526,1407534,651,1463834,657,674,2198441,821,2269994,579,595,9870894,912,10885665,301,319,2891798,401,3060853,635,706,9458015,1020,10203339
108500,UNIVERSITY OF ARKANSAS AT MONTICELLO,AR,716560000,Public,77,77,186037,116,135048,68,70,208998,99,137946,78,82,642180,120,466339,3,3,6835,6,6835,19,19,214302,25,129409
108600,UNIVERSITY OF ARKANSAS AT PINE BLUFF,AR,716012790,Public,65,67,183944,114,168644,72,75,216428,128,184336,4,5,31373,11,35623,13,14,71009,26,63696,,,,,
108700,ARKANSAS BAPTIST COLLEGE,AR,722026099,Private-Nonprofit,51,51,98672,56,99922,51,51,63071,55,66071,,,,,,,,,,,,,,,
108800,LYON COLLEGE,AR,725013699,Private-Nonprofit,,,,,,1,1,142,1,142,69,69,3254523,69,1627296,2,2,19000,7,29500,68,68,5819590,68,2909811
108900,ARKANSAS TECH UNIVERSITY,AR,728012222,Public,77,77,179304,151,179304,71,73,224142,143,222342,32,33,194111,65,191116,9,9,43857,16,43857,12,12,105825,24,105825
109000,ARKANSAS STATE UNIVERSITY,AR,724010000,Public,365,371,757995,576,1120141,341,347,962123,516,1353803,1289,1296,4910694,1682,6799911,19,21,119059,22,119059,270,274,2300346,277,2297272
109100,ARKANSAS STATE UNIVERSITY - BEEBE,AR,720121000,Public,65,66,148561,85,103307,56,57,126788,75,87641,,,,,,2,2,7800,2,3900,,,,,
109200,UNIVERSITY OF CENTRAL ARKANSAS,AR,720350001,Public,102,106,212946,108,215446,72,73,199979,75,199979,240,245,1112507,245,1112507,23,25,115747,25,115747,194,201,1636131,201,1636131
109300,CENTRAL BAPTIST COLLEGE,AR,720346470,Private-Nonprofit,1,1,2250,15,14571,0,0,0,11,16353,,,,,,,,,,,,,,,
109400,UNIVERSITY OF THE OZARKS,AR,728302880,Private-Nonprofit,8,8,23512,16,28901,12,12,41975,28,50791,,,,,,2,2,18785,4,18785,,,,,
109500,CROWLEY'S RIDGE COLLEGE,AR,724509775,Private-Nonprofit,1,1,5500,2,7250,1,1,2000,2,3000,,,,,,0,0,0,1,5749,,,,,
109700,HARDING UNIVERSITY,AR,721490001,Private-Nonprofit,89,92,270417,145,339010,122,127,387058,194,477495,223,225,2514818,320,3571472,21,21,266757,28,291697,100,100,1208955,121,1376436
109800,HENDERSON STATE UNIVERSITY,AR,719990001,Public,39,43,78717,44,80467,38,39,88368,44,98868,59,60,390714,60,390714,11,12,65158,12,65158,28,29,268280,29,268280
109900,HENDRIX COLLEGE,AR,720323080,Private-Nonprofit,4,4,13500,4,13500,6,7,17600,7,17600,,,,,,3,3,30579,5,44829,,,,,
110000,JOHN BROWN UNIVERSITY,AR,727612747,Private-Nonprofit,6,6,16250,32,59710,4,4,9000,26,60677,2,2,41000,112,673590,1,1,3722,8,46833,1,1,20073,1,20073
110100,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,AR,722041099,Public,227,232,419423,232,419423,222,229,604738,231,607173,103,104,608020,104,608020,9,10,33681,10,33681,80,82,588550,82,588550
110200,OUACHITA BAPTIST UNIVERSITY,AR,719980001,Private-Nonprofit,2,2,6234,3,7234,3,3,7658,3,7658,6,6,37269,51,273341,0,0,0,2,8140,,,,,
110300,PHILANDER SMITH COLLEGE,AR,722023718,Private-Nonprofit,19,19,71661,45,87411,18,18,90547,44,113297,15,16,124315,30,116315,4,4,42651,12,71017,,,,,
110500,SHORTER COLLEGE,AR,721144885,Private-Nonprofit,24,25,69384,88,84759,32,34,112689,106,134652,,,,,,2,2,9217,5,8166,,,,,
110600,WILLIAMS BAPTIST UNIVERSITY,AR,724764661,Private-Nonprofit,13,13,43709,21,46416,13,13,38254,23,40754,2,2,14451,8,38961,2,2,12979,3,21762,,,,,
110700,SOUTHERN ARKANSAS UNIVERSITY,AR,717535000,Public,41,41,154165,57,104459,39,40,132251,58,92377,42,43,334133,65,247316,10,10,79231,15,63767,38,38,304976,57,216121
110800,UNIVERSITY OF ARKANSAS,AR,727010000,Public,241,256,582962,282,584962,428,442,1065180,487,1068930,177,183,1067614,187,1067614,113,120,1163003,122,1176706,61,63,518480,64,518480
110900,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,AR,722057102,Public,21,21,56639,24,56639,24,24,73634,27,73634,412,418,14253134,419,7301150,1,1,4000,1,4000,303,311,7180896,311,3818542
111000,UNIVERSITY OF ARKANSAS AT FORT SMITH,AR,729047397,Public,24,24,96713,68,112493,27,27,111375,56,104247,,,,,,2,2,14610,4,19939,,,,,
111100,ALLAN HANCOCK COLLEGE,CA,934546399,Public,6,6,18114,14,23668,7,7,27155,16,30601,,,,,,,,,,,,,,,
111300,ANTELOPE VALLEY COLLEGE,CA,935365426,Public,78,78,285239,694,819594,74,75,372746,659,1091100,,,,,,1,1,5500,7,21253,,,,,
111600,ART CENTER COLLEGE OF DESIGN,CA,911031999,Private-Nonprofit,121,127,292624,177,400374,95,98,198165,144,292165,18,18,179250,19,189500,22,22,426647,27,519878,4,4,71982,6,100786
111700,AZUSA PACIFIC UNIVERSITY,CA,917027000,Private-Nonprofit,82,110,359452,516,911100,78,95,376647,457,978009,170,180,1965253,945,7150445,14,14,191267,37,424740,298,329,3744330,1081,9728206
111800,BAKERSFIELD COLLEGE,CA,933051299,Public,26,28,51121,52,56871,23,25,67986,48,76736,,,,,,,,,,,,,,,
111900,BARSTOW COMMUNITY COLLEGE,CA,923116608,Public,99,99,251181,238,364553,24,24,67442,56,107281,,,,,,,,,,,,,,,
112000,BERKELEY SCHOOL OF THEOLOGY,CA,947043029,Private-Nonprofit,,,,,,,,,,,1,1,10000,2,12000,,,,,,,,,,
112200,BIOLA UNIVERSITY,CA,906390001,Private-Nonprofit,16,16,44050,66,117277,17,17,54354,61,142005,8,8,96532,33,261068,5,5,30543,7,43747,12,12,133421,29,319830
112400,CABRILLO  COLLEGE,CA,950033194,Public,15,15,55562,40,75062,14,14,63475,41,97683,,,,,,,,,,,,,,,
112500,CALIFORNIA BAPTIST UNIVERSITY,CA,925043297,Private-Nonprofit,756,790,1916656,825,1988609,752,782,2455289,823,2540060,293,296,2537694,1788,12661533,34,35,401145,38,422321,187,204,2187531,565,6263289
112700,CALIFORNIA COLLEGE OF THE ARTS,CA,941072206,Private-Nonprofit,17,19,62356,22,44606,13,13,42436,14,25763,8,8,104532,9,94282,2,2,73516,2,23955,5,5,91820,5,47060
113100,CALIFORNIA INSTITUTE OF TECHNOLOGY,CA,911250001,Private-Nonprofit,0,0,0,1,1833,1,1,4148,16,29040,1,1,9500,4,16333,0,0,0,19,275323,0,0,0,1,19049
113200,CALIFORNIA INSTITUTE OF THE ARTS,CA,913552397,Private-Nonprofit,,,,,,1,1,2000,1,2000,2,2,28000,3,28000,,,,,,2,2,14514,2,14514
113300,CALIFORNIA LUTHERAN UNIVERSITY,CA,913602787,Private-Nonprofit,19,19,80036,118,171249,16,17,96462,108,227772,40,44,518621,375,2301581,4,4,51803,6,51803,16,17,121377,90,539518
113400,CALIFORNIA STATE UNIVERSITY MARITIME ACADEMY,CA,945908181,Public,15,15,29486,18,29486,38,39,82443,46,82443,0,0,0,7,36876,17,18,117222,20,121583,,,,,
113700,"CALIFORNIA STATE UNIVERSITY, FULLERTON",CA,928313599,Public,293,299,940663,611,944491,286,291,895547,607,917776,173,174,1100716,458,1106132,11,11,109192,18,157621,23,23,248260,51,248260
113800,"CALIFORNIA STATE UNIVERSITY, EAST BAY",CA,945423000,Public,86,87,340383,114,343133,98,99,517237,138,520737,21,21,185687,25,185687,2,2,20579,3,20579,9,9,96432,12,96432
113900,"CALIFORNIA STATE UNIVERSITY, LONG BEACH",CA,908400006,Public,126,128,487926,208,485926,104,106,365703,155,364461,98,102,889302,130,935467,8,8,97696,11,87696,63,63,682389,71,682389
114000,"CALIFORNIA STATE UNIVERSITY, LOS ANGELES",CA,900324226,Public,71,71,231194,107,246709,63,63,287993,89,304241,15,15,160660,32,202110,1,1,13572,1,13572,25,25,286406,30,293879
114100,"CALIFORNIA STATE UNIVERSITY, DOMINGUEZ HILLS",CA,907470001,Public,117,120,376193,193,390525,97,99,371024,148,373633,66,67,474353,81,479353,2,3,12331,4,12331,26,26,238268,29,238268
114200,"CALIFORNIA STATE UNIVERSITY, SAN BERNARDINO",CA,924072393,Public,135,138,417998,192,444759,168,171,587119,231,615818,59,61,388548,80,432252,6,6,32895,9,43395,25,28,208434,32,208434
114300,CALIFORNIA POLYTECHNIC STATE UNIVERSITY,CA,934070001,Public,131,137,348195,362,451036,113,119,316054,279,435480,20,22,162332,32,176500,53,54,523914,100,668153,4,4,21253,5,21253
114400,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA",CA,917682500,Public,220,224,725501,315,762909,256,261,851060,325,886224,48,49,350962,53,359212,20,21,129977,39,172379,13,13,146345,14,146345
114600,"CALIFORNIA STATE UNIVERSITY, CHICO",CA,959290001,Public,307,319,587575,375,587575,239,251,763573,287,766323,109,113,625261,121,625261,8,8,43136,11,43136,7,7,49821,7,49821
114700,"CALIFORNIA STATE UNIVERSITY, FRESNO",CA,937408026,Public,129,133,353938,172,373072,123,123,376115,164,406729,22,22,155478,27,162762,1,2,10381,4,16697,23,23,180952,25,180952
114900,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, HUMBOLDT",CA,955218299,Public,37,39,123839,66,136389,40,40,137201,65,142201,5,5,36500,9,36500,3,3,23035,5,49302,2,2,17586,5,28214
115000,CALIFORNIA STATE UNIVERSITY - SACRAMENTO,CA,958196044,Public,125,125,496106,179,527567,153,154,618431,203,637281,47,47,413528,52,416653,6,6,46880,13,81172,26,28,281235,31,285961
115100,SAN DIEGO STATE UNIVERSITY,CA,921821690,Public,210,214,664650,279,682400,304,307,1012791,377,1053100,128,132,1178575,146,1190972,85,85,682808,116,734979,97,101,958130,109,958130
115300,"CALIFORNIA STATE UNIVERSITY, NORTHRIDGE",CA,913308307,Public,274,277,1063250,462,1066439,249,252,945129,394,955629,235,243,1524014,272,1524014,11,12,101837,22,101837,99,107,1023417,123,1023417
115400,SAN FRANCISCO STATE UNIVERSITY,CA,941321740,Public,256,265,620059,323,623809,304,319,904538,368,906697,49,52,444757,64,443757,36,38,317980,53,322480,19,20,212189,26,212189
115500,SAN JOSE STATE UNIVERSITY,CA,951920036,Public,189,196,616064,284,660493,191,197,731883,281,772184,173,179,1313608,200,1323858,44,46,429337,70,458201,182,187,2006086,210,2019875
115600,SONOMA STATE UNIVERSITY,CA,949283609,Public,46,47,150290,78,150290,37,39,115439,59,115439,11,11,73304,12,73304,2,2,16617,2,16617,,,,,
115700,"CALIFORNIA STATE UNIVERSITY, STANISLAUS",CA,953820299,Public,130,138,423046,185,428546,148,156,531270,196,537520,18,18,168327,23,168327,16,16,96803,22,96803,2,2,27085,2,27085
116100,CERRITOS COMMUNITY COLLEGE,CA,906506296,Public,59,59,196001,121,201251,62,62,313513,126,320965,,,,,,,,,,,,,,,
116200,CHABOT COLLEGE,CA,945452400,Public,7,7,25500,17,27250,7,7,39500,22,42500,,,,,,,,,,,,,,,
116300,CHAFFEY COMMUNITY COLLEGE,CA,917379400,Public,24,24,47500,26,52000,25,25,68500,27,69750,,,,,,,,,,,,,,,
116400,CHAPMAN UNIVERSITY,CA,928661099,Private-Nonprofit,16,17,54078,29,54078,29,30,114723,54,117473,90,91,1338795,443,4331379,13,14,176610,27,196719,91,93,1314411,455,6887907
116600,CITRUS COLLEGE,CA,917411899,Public,28,28,55965,64,69983,26,27,82535,64,102743,,,,,,0,0,0,3,9351,,,,,
116900,CLAREMONT GRADUATE UNIVERSITY,CA,917116163,Private-Nonprofit,,,,,,,,,,,48,48,743187,81,1013191,,,,,,100,118,2015984,138,2088996
117000,CLAREMONT MCKENNA COLLEGE,CA,917116400,Private-Nonprofit,1,1,1000,2,1000,4,4,11017,7,11017,,,,,,,,,,,,,,,
117100,HARVEY MUDD COLLEGE,CA,917115990,Private-Nonprofit,1,1,4500,2,4500,2,2,2018,4,2018,,,,,,1,1,86831,2,86831,,,,,
117200,PITZER COLLEGE,CA,917116101,Private-Nonprofit,1,1,5500,2,5500,2,2,9500,4,9500,,,,,,1,1,4699,2,4699,,,,,
117300,POMONA COLLEGE,CA,917116301,Private-Nonprofit,3,3,2988,6,2988,5,5,27597,10,27597,,,,,,1,1,34387,2,34387,,,,,
117400,SCRIPPS COLLEGE,CA,917113948,Private-Nonprofit,10,10,52500,12,31250,7,7,43500,7,21750,,,,,,,,,,,,,,,
117600,COALINGA COLLEGE,CA,932101399,Public,1,1,1239,4,2989,0,0,0,2,1000,,,,,,,,,,,,,,,
117700,UNIVERSITY OF SILICON VALLEY,CA,951341697,Proprietary,169,170,593663,273,533494,160,191,718199,310,608291,6,6,60761,6,32303,19,22,336303,42,304741,1,1,27000,1,13500
117800,COLLEGE OF MARIN,CA,949042590,Public,8,8,28236,17,29986,8,8,22964,16,22964,,,,,,,,,,,,,,,
117900,NOTRE DAME DE NAMUR UNIVERSITY,CA,940021997,Private-Nonprofit,4,4,22000,4,11002,7,7,49330,7,19332,32,32,637048,32,242391,1,1,9000,1,4500,1,1,10446,1,10446
118100,COLLEGE OF SAN MATEO,CA,944023784,Public,5,5,11250,10,11250,4,4,15750,8,15750,,,,,,,,,,,,,,,
118200,COLLEGE OF THE DESERT,CA,922609305,Public,17,18,69000,38,73500,17,17,87250,36,93250,,,,,,,,,,,,,,,
118500,COLLEGE OF THE REDWOODS,CA,955019300,Public,24,24,78963,54,81013,21,21,68602,61,101811,,,,,,1,1,8000,4,17968,,,,,
118600,COLLEGE OF THE SEQUOIAS,CA,932772234,Public,13,13,47891,28,50622,4,4,20000,8,20000,,,,,,,,,,,,,,,
118700,COLLEGE OF THE SISKIYOUS,CA,960942899,Public,3,3,7000,13,15000,3,3,8000,12,19000,,,,,,,,,,,,,,,
119000,CONTRA COSTA COLLEGE,CA,948063195,Public,20,20,59500,29,46750,22,22,84809,32,67559,,,,,,,,,,,,,,,
119100,DIABLO VALLEY COLLEGE,CA,945231544,Public,16,16,62000,35,70500,17,17,81000,37,99998,,,,,,,,,,,,,,,
119200,CUESTA COLLEGE,CA,934038106,Public,14,15,29800,17,33800,15,16,51315,18,55315,,,,,,1,1,700,1,700,,,,,
119300,CYPRESS COLLEGE,CA,906305897,Public,26,26,56500,59,69500,23,23,66000,52,83700,,,,,,,,,,,,,,,
119600,DOMINICAN UNIVERSITY OF CALIFORNIA,CA,949012298,Private-Nonprofit,4,4,10900,4,10900,8,8,33380,13,39630,44,46,714631,169,1371903,5,5,50852,6,50852,61,63,878749,71,972308
119700,EL CAMINO COLLEGE,CA,905060002,Public,32,32,107664,151,148004,20,20,78380,119,158734,,,,,,0,0,0,6,23148,,,,,
119900,FOOTHILL COLLEGE,CA,940224597,Public,32,34,105803,230,329478,31,33,152680,200,452351,,,,,,,,,,,,,,,
120000,FULLER THEOLOGICAL SEMINARY,CA,911820002,Private-Nonprofit,,,,,,0,0,0,1,1531,93,127,764271,579,3339080,,,,,,20,28,241751,198,1089695
120100,FULLERTON COLLEGE,CA,928322095,Public,68,70,221500,153,243955,57,59,287065,125,304815,,,,,,,,,,,,,,,
120200,GAVILAN COLLEGE,CA,950209599,Public,3,3,12500,7,11250,3,3,7074,5,4912,,,,,,,,,,,,,,,
120300,GLENDALE COMMUNITY COLLEGE,CA,912082894,Public,131,132,517669,246,556312,116,116,668024,220,727557,,,,,,,,,,,,,,,
120500,GOLDEN GATE UNIVERSITY,CA,941052967,Private-Nonprofit,32,32,81253,46,100956,40,40,162672,55,197219,241,243,2377957,298,2874531,,,,,,64,65,568142,83,656808
120600,GOLDEN WEST COLLEGE,CA,926472748,Public,24,25,52400,31,65400,17,20,47586,26,57586,,,,,,1,1,1908,1,1908,,,,,
120700,GRADUATE THEOLOGICAL UNION,CA,947091212,Private-Nonprofit,,,,,,,,,,,,,,,,,,,,,0,0,0,2,13135
120800,GROSSMONT COLLEGE,CA,920201799,Public,44,46,128410,117,169285,33,34,117791,85,157703,,,,,,,,,,,,,,,
120900,HARTNELL COMMUNITY COLLEGE,CA,939011697,Public,7,7,24750,14,24750,5,5,23000,10,23000,,,,,,,,,,,,,,,
121200,HUMPHREYS UNIVERSITY,CA,952073896,Private-Nonprofit,44,44,180897,216,153587,38,38,202024,200,189660,55,55,847540,282,801322,3,3,69309,14,63053,6,6,160717,36,138109
121500,LA SIERRA UNIVERSITY,CA,925053332,Private-Nonprofit,25,26,65816,523,777165,34,37,104791,559,668040,21,22,160385,108,665188,7,8,52198,129,722353,13,16,43630,48,188409
121600,UNIVERSITY OF LA VERNE,CA,917504443,Private-Nonprofit,77,78,286985,101,316977,83,87,348479,111,386373,129,133,1024499,139,1064367,10,14,84708,15,84708,241,253,2156093,264,2171189
121700,LASSEN COLLEGE,CA,961303000,Public,0,0,0,29,28129,0,0,0,27,31123,,,,,,0,0,0,2,5750,,,,,
121800,LOMA LINDA UNIVERSITY,CA,923500001,Private-Nonprofit,17,17,57358,35,88058,26,26,108234,54,160930,45,45,1107293,171,1956434,14,15,221018,27,221018,48,52,1158843,173,3243916
121900,LONG BEACH CITY COLLEGE,CA,908081780,Public,53,53,186564,185,334518,56,57,234306,194,433340,,,,,,,,,,,,,,,
122000,MASTER'S UNIVERSITY AND SEMINARY (THE),CA,913211200,Private-Nonprofit,8,8,27062,43,51089,12,12,42825,41,58237,4,4,42369,14,65217,3,3,45726,3,45726,1,1,11893,2,14168
122300,LOS ANGELES CITY COLLEGE,CA,900293588,Public,104,106,349344,342,517379,102,104,555892,287,742185,,,,,,,,,,,,,,,
122400,LOS ANGELES HARBOR COLLEGE,CA,907442397,Public,14,14,47339,32,56991,11,11,53911,28,68036,,,,,,,,,,,,,,,
122600,LOS ANGELES PIERCE COLLEGE,CA,913710001,Public,151,153,490754,390,634670,139,140,705038,359,899203,,,,,,0,0,0,1,8706,,,,,
122700,LOS ANGELES TRADE-TECHNICAL COLLEGE,CA,900154181,Public,50,50,185451,127,230595,47,47,213580,121,284159,,,,,,0,0,0,1,2500,,,,,
122800,LOS ANGELES VALLEY COLLEGE,CA,914014096,Public,93,96,250700,268,358232,90,91,361000,259,524930,,,,,,,,,,,,,,,
122900,SOUTHERN CALIFORNIA UNIVERSITY OF HEALTH SCIENCES,CA,906044051,Private-Nonprofit,49,49,119250,126,178583,62,67,249732,153,336150,567,850,7463300,1377,11975919,,,,,,247,256,3615444,403,5648811
123000,MARSHALL B. KETCHUM UNIVERSITY,CA,928311699,Private-Nonprofit,,,,,,,,,,,287,290,10907463,290,2950958,,,,,,251,274,9214772,274,2563303
123200,AMERICAN RIVER COLLEGE,CA,958414286,Public,70,70,229224,152,260802,66,66,317324,148,353655,,,,,,,,,,,,,,,
123300,SACRAMENTO CITY COLLEGE,CA,958221386,Public,78,79,265354,177,307998,66,69,298443,155,357375,,,,,,,,,,,,,,,
123600,MENLO COLLEGE,CA,940274301,Private-Nonprofit,6,6,17500,8,17500,7,8,19254,9,19254,0,0,0,3,18631,8,8,60079,14,108538,,,,,
123700,MERCED COLLEGE,CA,953482898,Public,3,3,4438,7,6188,2,2,5250,5,8250,,,,,,,,,,,,,,,
123900,MIRACOSTA COLLEGE,CA,920563899,Public,40,42,129375,53,129375,41,42,188196,51,188196,,,,,,,,,,,,,,,
124000,MODESTO JUNIOR COLLEGE,CA,953505800,Public,3,3,6250,6,6250,3,3,9000,6,9000,,,,,,,,,,,,,,,
