port_id,port_security_enabled
000a1fab-1d06-449d-a126-fd838e023596,1
0012b1a9-8387-4c17-8578-755f5984aec4,1
002abd1b-ea0c-4d24-8813-de12b56314c3,1
0036e9ca-2908-40a9-8c5b-49ae337fd939,1
003b4cf8-a0fe-4143-908c-9098683cd970,1
00445690-c2e8-4bdb-9409-1db6a7261ab5,1
0083f258-2de3-44a0-9e57-97a391c09f4b,1
008bd627-7551-4e82-9813-511e48e23169,1
00a20edb-4dee-4a1a-839f-93b092072d67,1
00ab2588-cc33-4c47-85e6-cad79620b478,1
00dcd118-eaaa-4859-a1a4-62e45814a937,1
0107d9da-752e-4f0f-8a64-83d6922312f1,1
010bef2b-07d0-4b73-be42-903c3d1ab999,1
01191ef1-8cae-4e2e-851c-fb75e780e1b0,1
01207908-d7f4-46f4-977c-c7a75cb35d0a,1
0137fc22-db66-4c12-811c-9da6b309167c,1
01388aad-e590-4686-9f4a-bce0b168a15c,1
013f0e97-d949-4cc5-8a7d-bd861f67fa23,1
0142b0fe-0db1-484f-b9d3-b953822b933b,1
015b9b08-6e16-4398-95ce-c01f7a5bfcd5,1
018d73ae-87ad-403e-8040-4e2833889e4d,1
01932bfe-d1e6-4680-b180-0066f299afd7,1
01c78401-4f35-49cf-a915-f180589db99a,1
01cf3dcc-2b93-435f-a70a-bdd83db32603,1
01edcd00-b27d-4bfe-98c7-552f8fda3df4,1
01fc016b-4ae9-473e-b849-dd1922ca9bab,1
022176e5-afd2-4aec-abfc-a8202efdb0d7,1
0223c11e-f69d-4b5c-86c9-f50d95a4f2af,1
024ab55f-5caa-47f4-9654-5f96032d9262,1
0284bb3f-d8e3-44d8-a2aa-714645092645,1
02859e84-4085-4b7d-919c-f074f22c2bd3,1
0286d52e-0e64-457a-82c4-686b090d46d2,1
028df3f3-9afc-4a65-96f4-1d21954dcb51,1
028e8ff3-0b08-4e97-95b4-4e91d92ae530,1
028eaa66-a7df-45aa-bb31-12f3c7e50c49,1
02a56d69-daa5-4d2f-9782-5e753a1432a3,1
02a62095-d6b5-4e4a-b29c-6ea430c61d6c,1
02b05504-54de-4a4c-bd86-e3ea798cf9e7,1
02b8acb8-920c-4409-befb-15437eff8af1,1
03105f59-f4ee-4443-9333-0fb58d2df9b1,1
034dcda6-a5ff-4a20-b978-dd7f4a73178b,1
037b3219-c381-4f0a-b772-379bda025588,1
0392f181-028d-43e3-b023-0e5bca3fc0a4,1
03997432-4246-48f3-a12d-64560983fca7,1
03aae165-692a-408e-a520-88fbb9a42fa8,1
03bae741-f580-4850-b2c2-add38412f22d,1
03e8d2bf-4343-4d16-8193-d0c7952943c1,1
0406a43a-43bd-4d09-bf6c-0405c365aec6,1
0410c1f4-6d0d-4f8a-ba8c-0afc422a1eb3,1
041e9833-2153-45c2-b623-78837be545b9,1
04296366-c06e-43a0-80d8-0a41acf5a603,1
0437c79f-2e38-49ba-86ef-a484d7dd17b7,1
044d13ef-0716-4566-a236-75cb3af911b9,1
04564c96-f177-4748-bdba-7912faf5917a,1
0477da0d-d2f8-4431-a798-47287e2bddda,1
0483e791-197b-4e1a-99c1-accc898fec80,1
04a72feb-2e53-4d24-8f1f-f4d8e8a0d505,1
04cf5567-17cd-479b-8e7d-4ae9af2399b8,1
04d2c58a-3a51-4d7d-8a06-6ea802444a65,1
04debd3b-097b-49df-9131-ae437ef3cce6,1
0500d558-8a91-4445-bffe-de5d979dcbef,1
05220440-9241-4404-9e8a-822a27de0544,1
0531bf17-1ba5-46f9-97d5-4bc93b6e9a8b,1
053b6291-b7f0-41e1-bd9e-def49f2857d4,1
05480d0b-f6fe-4171-a418-58388d370045,1
0564e893-be5a-4be3-959e-89980d6b1bc8,1
057d66d7-da45-4454-879a-9d649b2a4ed1,1
058cb653-45a5-4b1f-911e-d65c32e7557f,1
059d21d2-0372-4b26-bd75-5abfcf421a2e,1
05b28154-7023-4de2-b232-f9ad52d7f8c3,1
05ba47ed-af4f-4ebb-96f1-05bebff70a12,1
05d883f2-da7e-4d66-92bb-22eee9d2db7f,1
05e681d2-604c-4c54-82e7-4813b9adf239,1
05fd165d-a7b0-4a56-bcfc-bf5fcfa1d1ae,1
0607c08c-7374-424e-acdc-887c464a1f19,1
06092896-a257-4849-81e3-96502fd39f7e,1
060cb45b-3fa5-4377-b605-007388d9c395,1
061c3ee2-51f8-4848-acf2-8579e8522229,1
0628a754-516e-4aed-8de2-0bbb87d5189a,1
0639c4ce-dc51-4d07-baa5-109c5db4a609,1
067265c1-d4d9-47cc-8f9e-098f629e8639,1
0683c427-ec93-4622-85bb-241a7e4b7be8,1
06a2b937-ccdf-46b7-b5b3-ccec55c3eb1a,1
06ac1d0b-24ce-4473-9743-dc1f11f428fd,1
06c21162-14a8-4d38-9c12-47b266b6854c,1
06d43062-9df1-4396-8503-208ed8b1f9ab,1
0707db18-ce95-4e39-89ed-5661bcf05412,1
071f8585-73f2-4fd6-b7df-3400e5f100bd,1
0745b3e6-d352-420f-ac5f-3dbf48ec0e34,1
07474508-d75b-4f8d-86e5-2c1e4bfba996,1
078a88e1-a2ff-40c4-afa5-068db95e7a6a,1
079bf31e-6898-4275-824c-3d66c40cf5e3,1
079e4349-e4c8-4762-9cae-8e17fdffc076,1
07bc852c-c0f0-4fe7-8b3f-0b7cf367bb3e,1
07c7b607-4c89-4c87-a665-60e240214fdb,1
07ca9261-6b77-40d4-b24f-1e1c7e33af77,1
07d42297-90e1-4cf9-8234-9da52633393b,1
07e1026c-06d2-45d5-90d0-f599dfc61292,1
07f6844a-c1a9-44e7-955a-f833db61884d,1
081a06eb-d140-4737-a0fb-9e832bed4dbb,1
08261e9b-6666-47d5-a2fe-0aada8a0d6fb,1
082fbc34-483d-4888-9fd7-868cc8b8ef0b,1
083480b8-8681-4293-9b48-02b28d945d18,1
0864f72f-5c4b-40e7-af0b-128d0e022f57,1
086e47ed-de68-44ce-92ad-58a91499bbf8,1
087e4ad5-3a0c-4223-8dbe-39907490e9e8,1
08a54db3-687e-4213-987a-744a37398f2c,1
08b48649-6d1c-4cd8-893b-9aced5ebb768,1
08cbf5d2-99d2-4a91-bb06-30ce59dfe706,1
08eae518-5f52-4e0d-8682-8505adb10f1e,1
08f5e69c-6ade-43db-b2a0-060ba0595d51,1
08ffb032-574b-4346-b5bc-78640ec6a002,1
090127a2-e7a4-43e5-a4bc-9173ca524910,1
09176763-7ddf-41ca-b580-5a56b8f0b165,1
092ddc94-8ef4-4355-b3c3-1c0841fb1ecf,1
0934a39c-a522-4f55-9fb9-85a545878512,1
09458ea1-feab-4d04-98d0-27456a3125e5,1
09979a29-2860-4e2a-9f11-6332a4ad1035,1
09c075fe-cff3-41bc-8b4c-ab6ecb421332,1
09c58019-5313-47cc-a9a8-f7905d29b939,1
09c8bb8b-d5be-43f6-9bb1-45297b322e9d,1
09d8ea49-1d10-4675-81b0-934eed5182f2,1
09e0b9bd-2cd5-49b4-b4b6-2150379a7cb4,1
09f7f234-ee24-4792-a8c4-f6d423ec615a,1
09f9a8c5-f2ce-47a7-bcc3-0c18db4c95e5,1
09fb383e-bf1d-4804-86cd-54749ef19fcc,1
0a2bb634-76b7-42a0-8b8f-3c755c81c3cd,1
0a4d141c-bade-4a53-b79a-88973f60a63d,1
0a92c14f-ae35-48a1-b1f2-54560f1a817f,1
0af29d34-0ea0-4c2a-8dc8-7665a46e9b4a,1
0b1cbaa5-7444-4868-ac71-28dfc017525d,1
0b435217-4b41-4fc9-87b7-d5308f44fd0d,1
0b909cf8-8033-4ae6-94ed-f14d362c07d1,1
0b9894a8-75b1-4c43-9116-755ed63e681a,1
0ba5f3ce-cfb5-48e3-b776-6e6c37449c56,1
0bc61858-08dc-45f9-8c9a-df3b5eed67db,1
0be223bf-2367-46f4-8a14-f62b084a90be,1
0bfb3db9-0058-4e4d-8dca-a8810ffbbec1,1
0c0ede07-0d51-4832-9b62-fba148fd7ace,1
0c2caeaa-c217-44a8-aa63-ec77c6b8872c,1
0c331b27-199b-4c45-b725-10429119b73a,1
0c7a8154-a2c2-4b37-a86a-77007cf3fa2c,1
0c7ad1d2-0570-42f2-9582-c7966777735c,1
0c7f2bac-d775-4d6b-aefc-3c0b0c7a1812,1
0c8e15a4-160d-4403-989f-decbcab4c36b,1
0c9701a7-4b59-43c2-b34b-35859fc2b432,1
0ca096f8-e927-4251-818f-a812885e142f,1
0cd003e1-d9af-4fa4-962f-57bc544fefb9,1
0cd18374-0482-461b-b142-3e50693cac72,1
0cd43e3e-32ce-46a1-9147-863601878fd7,1
0cd773aa-dce9-4494-8b09-29490672b701,1
0d240b05-951f-42ed-b9a6-ed2285d3953f,1
0d290460-8f4e-4fdc-93aa-5152aaddfa86,1
0d2cee64-5f92-4800-bf02-315d26e67a49,1
0d3cb5a1-df31-4271-9c45-e6a43252dd3a,1
0d4e3524-c315-4a04-a5b9-9337c19e19d9,1
0d6eabe9-d6bd-46af-b949-465ab9b7ce77,1
0d83d512-a850-4edc-b491-5924c3ee838d,1
0d925aec-66a3-4734-83f9-c71a33231a0a,0
0daa7b68-0913-406e-b5fa-39496a124534,1
0dc86150-87c9-4ef2-aeb6-d5b04f6be356,1
0dc8ba13-8d61-4038-9519-b3167f70c673,1
0dd65684-6c43-47d5-9241-8b3807897ebf,1
0dd9e74e-41de-46a2-98c4-a90412f50932,1
0ddca2a0-2b5b-4045-9e18-7cdb97120ad3,1
0dee9c8b-26db-4052-8e84-cc718dcac996,1
0e2ceb2d-132c-4b20-b5c8-da870225dfe7,1
0e3db359-3406-4b55-a1db-8e31047382b2,1
0e4269f4-d93f-4c75-96a0-4115b78ae745,1
0e553dde-cace-4b49-88cf-fe6661a29b5f,1
0e66860d-76f5-463c-a9bf-5a051fca0f57,1
0e6fa321-7d03-4637-87a8-3b58e98d38ed,1
0e814fb5-4d72-4b98-bd01-e827bdc4534f,1
0ebc50c4-11fc-4c21-b4dd-24d7e2aeeeb0,1
0ed6f5bc-da60-4024-8d19-81f98ee73513,1
0ee00b11-5895-47b2-9fc8-1fbb628c178a,1
0ee77d28-5b31-4bc5-936b-56509d042b46,1
0ef15f6b-d1e9-46ad-a856-4893f83c6168,1
0f12dda0-161d-4f31-91a0-4e748841836e,1
0f172ee6-c865-45d3-b9a3-f5b18b3a9ebe,1
0f391079-3a04-4b1d-a68b-c5068dd2eca8,1
0f528984-32f5-42cc-8300-7891a95de4b2,1
0f7500b5-a139-4df4-ab44-ae32295d0b52,1
0f9198d5-288e-4308-8b57-22b44606eaa1,1
0f9dd4af-213f-425a-bd4a-8f91e0ec7038,1
0fb84aef-0dc4-47b2-a5f8-cc7e8644cb81,1
0fbf0aad-bd53-4a38-909f-bfdbeeca7d45,1
0fcc631b-ec8b-4ed5-8dd6-95e19184c42c,1
0fdd0d81-e231-44e1-aea6-499875631531,1
