id,agent_type,binary,topic,host,admin_state_up,created_at,started_at,heartbeat_timestamp,description,configurations,load,availability_zone,resource_versions
0472cb5e-66a0-485b-b0a4-7a5f882f4167,Open vSwitch agent,neutron-openvswitch-agent,,lyric6-5,1,2014-05-19 16:48:29,2018-09-06 17:16:52,2018-09-28 16:53:09,,"{""ovs_hybrid_plug"": true, ""in_distributed_mode"": false, ""datapath_type"": ""system"", ""arp_responder_enabled"": false, ""tunneling_ip"": ""10.53.249.75/8"", ""vhostuser_socket_dir"": ""/var/run/openvswitch"", ""devices"": 0, ""ovs_capabilities"": {""datapath_types"": [""netdev"", ""system""], ""iface_types"": [""geneve"", ""gre"", ""internal"", ""ipsec_gre"", ""lisp"", ""patch"", ""stt"", ""system"", ""tap"", ""vxlan""]}, ""log_agent_heartbeats"": false, ""l2_population"": false, ""tunnel_types"": [""gre""], ""extensions"": [], ""enable_distributed_routing"": false, ""bridge_mappings"": {""trunk"": ""eth1-br""}}",0,,"{""QosPolicy"": ""1.0""}"
060229fa-5de0-4b5f-ad38-c0bfdbe8e969,Open vSwitch agent,neutron-openvswitch-agent,,shift7-51,1,2014-01-11 04:18:00,2017-08-04 15:11:56,2017-08-04 20:20:26,,"{""ovs_hybrid_plug"": true, ""in_distributed_mode"": false, ""datapath_type"": ""system"", ""arp_responder_enabled"": false, ""tunneling_ip"": ""10.216.253.165/8"", ""vhostuser_socket_dir"": ""/var/run/openvswitch"", ""devices"": 0, ""ovs_capabilities"": {""datapath_types"": [""netdev"", ""system""], ""iface_types"": [""geneve"", ""gre"", ""internal"", ""ipsec_gre"", ""lisp"", ""patch"", ""stt"", ""system"", ""tap"", ""vxlan""]}, ""log_agent_heartbeats"": false, ""l2_population"": false, ""tunnel_types"": [""gre""], ""extensions"": [], ""enable_distributed_routing"": false, ""bridge_mappings"": {""trunk"": ""eth1-br""}}",0,,"{""QosPolicy"": ""1.0""}"
1142f400-74eb-4e91-b419-de5a8d631cef,Open vSwitch agent,neutron-openvswitch-agent,,streak5-74,1,2014-01-10 22:47:49,2017-08-04 15:10:01,2017-08-04 20:20:31,,"{""ovs_hybrid_plug"": true, ""in_distributed_mode"": false, ""datapath_type"": ""system"", ""arp_responder_enabled"": false, ""tunneling_ip"": ""10.255.103.112/8"", ""vhostuser_socket_dir"": ""/var/run/openvswitch"", ""devices"": 0, ""ovs_capabilities"": {""datapath_types"": [""netdev"", ""system""], ""iface_types"": [""geneve"", ""gre"", ""internal"", ""ipsec_gre"", ""lisp"", ""patch"", ""stt"", ""system"", ""tap"", ""vxlan""]}, ""log_agent_heartbeats"": false, ""l2_population"": false, ""tunnel_types"": [""gre""], ""extensions"": [], ""enable_distributed_routing"": false, ""bridge_mappings"": {""trunk"": ""eth1-br""}}",0,,"{""QosPolicy"": ""1.0""}"
126eb33d-a8e7-485c-8d31-bf2f0367e442,Open vSwitch agent,neutron-openvswitch-agent,,drive-17,1,2014-12-04 15:55:22,2017-11-30 11:46:39,2017-12-12 20:22:55,,"{""ovs_hybrid_plug"": true, ""in_distributed_mode"": false, ""datapath_type"": ""system"", ""arp_responder_enabled"": false, ""tunneling_ip"": ""10.174.162.164/8"", ""vhostuser_socket_dir"": ""/var/run/openvswitch"", ""devices"": 35, ""ovs_capabilities"": {""datapath_types"": [""netdev"", ""system""], ""iface_types"": [""geneve"", ""gre"", ""internal"", ""ipsec_gre"", ""lisp"", ""patch"", ""stt"", ""system"", ""tap"", ""vxlan""]}, ""log_agent_heartbeats"": false, ""l2_population"": false, ""tunnel_types"": [""gre""], ""extensions"": [], ""enable_distributed_routing"": false, ""bridge_mappings"": {""trunk"": ""eth1-br""}}",0,,"{""QosPolicy"": ""1.0""}"
12b586d2-5a0e-48c2-a459-08a1ae87a703,Open vSwitch agent,neutron-openvswitch-agent,,radar1-79,1,2014-01-10 22:47:49,2017-01-17 20:51:57,2017-02-16 21:58:17,,"{""ovs_hybrid_plug"": true, ""in_distributed_mode"": false, ""datapath_type"": ""system"", ""arp_responder_enabled"": false, ""tunneling_ip"": ""10.75.131.79/8"", ""vhostuser_socket_dir"": ""/var/run/openvswitch"", ""devices"": 0, ""ovs_capabilities"": {""datapath_types"": [""netdev"", ""system""], ""iface_types"": [""geneve"", ""gre"", ""internal"", ""ipsec_gre"", ""lisp"", ""patch"", ""stt"", ""system"", ""tap"", ""vxlan""]}, ""log_agent_heartbeats"": false, ""l2_population"": false, ""tunnel_types"": [""gre""], ""extensions"": [], ""enable_distributed_routing"": false, ""bridge_mappings"": {""trunk"": ""eth1-br""}}",0,,"{""QosPolicy"": ""1.0""}"
139e227a-d82e-4e49-a807-c7bd7862aeec,Open vSwitch agent,neutron-openvswitch-agent,,vortex9-18,1,2014-12-04 15:56:43,2017-11-30 11:45:57,2017-12-12 20:22:50,,"{""ovs_hybrid_plug"": true, ""in_distributed_mode"": false, ""datapath_type"": ""system"", ""arp_responder_enabled"": false, ""tunneling_ip"": ""10.150.240.33/8"", ""vhostuser_socket_dir"": ""/var/run/openvswitch"", ""devices"": 24, ""ovs_capabilities"": {""datapath_types"": [""netdev"", ""system""], ""iface_types"": [""geneve"", ""gre"", ""internal"", ""ipsec_gre"", ""lisp"", ""patch"", ""stt"", ""system"", ""tap"", ""vxlan""]}, ""log_agent_heartbeats"": false, ""l2_population"": false, ""tunnel_types"": [""gre""], ""extensions"": [], ""enable_distributed_routing"": false, ""bridge_mappings"": {""trunk"": ""eth1-br""}}",0,,"{""QosPolicy"": ""1.0""}"
1673484c-6795-4209-a1b0-c3786a1d1cba,Open vSwitch agent,neutron-openvswitch-agent,,ether1-87,1,2014-01-10 22:47:48,2017-08-04 15:12:04,2017-08-04 20:20:34,,"{""ovs_hybrid_plug"": true, ""in_distributed_mode"": false, ""datapath_type"": ""system"", ""arp_responder_enabled"": false, ""tunneling_ip"": ""10.20.33.115/8"", ""vhostuser_socket_dir"": ""/var/run/openvswitch"", ""devices"": 0, ""ovs_capabilities"": {""datapath_types"": [""netdev"", ""system""], ""iface_types"": [""geneve"", ""gre"", ""internal"", ""ipsec_gre"", ""lisp"", ""patch"", ""stt"", ""system"", ""tap"", ""vxlan""]}, ""log_agent_heartbeats"": false, ""l2_population"": false, ""tunnel_types"": [""gre""], ""extensions"": [], ""enable_distributed_routing"": false, ""bridge_mappings"": {""trunk"": ""eth1-br""}}",0,,"{""QosPolicy"": ""1.0""}"
17a3f372-715f-4270-8124-05aca2ed7bd4,Open vSwitch agent,neutron-openvswitch-agent,,blaze8-12,1,2018-02-01 20:54:12,2023-01-14 17:54:11,2024-07-08 06:59:50,,"{""ovs_hybrid_plug"": true, ""in_distributed_mode"": false, ""datapath_type"": ""system"", ""arp_responder_enabled"": false, ""tunneling_ip"": ""10.20.153.7/8"", ""vhostuser_socket_dir"": ""/var/run/openvswitch"", ""devices"": 69, ""ovs_capabilities"": {""datapath_types"": [""netdev"", ""system""], ""iface_types"": [""geneve"", ""gre"", ""internal"", ""ipsec_gre"", ""lisp"", ""patch"", ""stt"", ""system"", ""tap"", ""vxlan""]}, ""log_agent_heartbeats"": false, ""l2_population"": false, ""tunnel_types"": [""gre""], ""extensions"": [], ""enable_distributed_routing"": false, ""bridge_mappings"": {""trunk"": ""eth1-br""}}",0,,"{""QosPolicy"": ""1.0""}"
1800e0e8-1d08-4f0f-aff3-67a676b3513c,Open vSwitch agent,neutron-openvswitch-agent,,prime5-78,1,2017-01-09 20:48:09,2023-01-14 17:53:43,2024-07-08 06:59:54,,"{""ovs_hybrid_plug"": true, ""in_distributed_mode"": false, ""datapath_type"": ""system"", ""arp_responder_enabled"": false, ""tunneling_ip"": ""10.169.82.76/8"", ""vhostuser_socket_dir"": ""/var/run/openvswitch"", ""devices"": 20, ""ovs_capabilities"": {""datapath_types"": [""netdev"", ""system""], ""iface_types"": [""geneve"", ""gre"", ""internal"", ""ipsec_gre"", ""lisp"", ""patch"", ""stt"", ""system"", ""tap"", ""vxlan""]}, ""log_agent_heartbeats"": false, ""l2_population"": false, ""tunnel_types"": [""gre""], ""extensions"": [], ""enable_distributed_routing"": false, ""bridge_mappings"": {""trunk"": ""eth1-br""}}",0,,"{""QosPolicy"": ""1.0""}"
186898c9-6bf2-4925-b9d8-eafe45754d55,Open vSwitch agent,neutron-openvswitch-agent,,qubit-61,1,2014-01-10 22:47:48,2017-08-04 15:10:29,2017-08-04 20:20:29,,"{""ovs_hybrid_plug"": true, ""in_distributed_mode"": false, ""datapath_type"": ""system"", ""arp_responder_enabled"": false, ""tunneling_ip"": ""10.190.195.17/8"", ""vhostuser_socket_dir"": ""/var/run/openvswitch"", ""devices"": 0, ""ovs_capabilities"": {""datapath_types"": [""netdev"", ""system""], ""iface_types"": [""geneve"", ""gre"", ""internal"", ""ipsec_gre"", ""lisp"", ""patch"", ""stt"", ""system"", ""tap"", ""vxlan""]}, ""log_agent_heartbeats"": false, ""l2_population"": false, ""tunnel_types"": [""gre""], ""extensions"": [], ""enable_distributed_routing"": false, ""bridge_mappings"": {""trunk"": ""eth1-br""}}",0,,"{""QosPolicy"": ""1.0""}"
